,FaqID,FaqQuestion,FaqAnswer
1463,40741,how to replace a thermostat  is it difficult  i d like to switch from an analog to a digital thermostat that is programmable ,make sure the stat you purchase is made for your type of system  many are built for various applications and may need to be programmed for your particular use  first  turn off power to your furnace to insure you do not fry your transformer  then write down the connections to your old stat before disconnecting them  if you have enough wire  clip off the old ends and restrip the wires so they don t break off when tightening the terminal screws  connect wires to the same terminals as the old stat  usually  if you have a c  the stat terminals will be marked r w g y  and rc or common  there may be additional terminals for a stat that may also be for heat pump applications which would require wiring for a reversing valve  attach the back plate  subbase  to the wall with appropriate anchors and use a small level before tightening the mounting screws in their slotted holes then simply connect the wires and plug the stat to the backplate  turn the power back on and you are set to program there are many different digital stats available  if you know someone in the hvac business  for about 100 dollars lennox and honeywell both make excellent models with simple user interface which you can program from your easy chair then plug to the subbase whatever time program settings you use  give 1 2 hour lead time for temp change and do not program night setback more than 8 degrees  it takes more energy to reheat or recool the average home 10 degrees than you would save in energy by setting back  i also reccomend leaving the fan in always on mode when you can  this stops air stratification  uneven temps from flooor to ceiling  and provides maximum filtration  the models i mentioned have a 30  fan on setting to save energy and give better air filtration if you live in a cold climate a good addition to your system is a duct mounted humidifier  not only does it alleviate dry air problems such as static  and sinus dryness  you can heat at a lower temperature and still feel comfortableinstalling a new stat is not as difficult as it may sound  i m sure you can do it  good luck 
1464,141192,how do i recharge my cars air conditioning myself  mechanics charge way too much for a c service  my 96 gmc sonoma needs it s air conditioning recharged  i need a step by step guide to do it myself  the tools i need and equipment to do it myself ,other than the fact that you can kill yourself or cause serious injury     please don t attempt  i know you re trying to save money  but the risks are too high and costly
1465,26869,how to replace dodge durango front brake pad  ,well in general for disc brake cars  you need to jack the car upsupport with jack standsremove the front wheelsfind the bolts holding the calipur onremove those bolts  and the calipur should slide back off teh rotor  the big metal disc then remove the old pads  adn put the new ones in adn reverse the order be sure no one pushes the brakes when the calipur is off this is overly simplified  but with some mechanical know how  it should not be too hard to figure out from here 
1466,58635,how can i stop my car radiator from leaking  i want a cheap solution becuase it is not worth spending money replacing radiator,all of those answers are good ones depending on how bad  big  the leak is if is really small  pin hole  then the pepper idea is best   a little bigger but still not a crack then the egg will get you to the next town  it won t help you keep the vehicle alive while you sell it though  the stop leak additives haven t proven to me to be worth much though   you ll spend money on them for a poor and temporary fix at best when you really need to repair the problem ok  this again depends on size and location of the leak if it s leaking at a solder joint  you might be able to remove the radiator and re solder it without spending too much money   you ll need a good work area and a torch  acid core flux  wire brush and some solder   oh  by the way  you ll need some talent too   working with a molten metal can be a little dangerous for the uninitiated i d recommend a radiator rebuild shop or a junk yard  pc  vehicle salvage yard    new radiators are really spendy and you said the vehicle wasn t worth it cheapest way out since  it is not worth spending money replacing the radiator  i have the perfect solution drain the radiator dry  now it won t leak any more    don t ever drive it again   have it towed  or push it  to it s final resting place   if it s not worth a radiator  it s not worth anything 
1467,113629,how do i bleach the grout in a shower enclosure  the grout was originally white  now it s turned yellowish after several years  use  what can i apply to it ,use bleach   if it is really dirty mix 1 2cup bleach into a spray bottle with water    spray it on let it soak and then use an old toothbrush to scrub the grout   should take care of it   then for daily cleaning mix a smaller amount of bleach into the spray bottle and just spray after your shower to freshen and clean at the same time 
1468,76705,how to fix a grbage disposle  ,pretty vague question  make sure it s not jambed  then press the little reset button on the bottom of the motor  if that doesn t work  replace the whole thing  ise is about  65 the instructions are clear and the job is very easy  don t forget to turn off the electricity to the switch 
1469,121210,how do i change a 3 way light switch out in a bathroom for a more updated look  it is currently beige  screws are missing from the plate  if complicated electricity isinvolved forget it  thanks,tools required  flashlight  phillips screwdriver  maybe wire cutters 1  turn off you power at the fuse box          2  remove old plate  should be really easy since the screws are missing   3  there should be 2 or possible 3 screws in the  guts  part of the switch   one is silver  one is gold and might have one that is green  4  undo these screws and remove all of the parts to the old switch   you should be left with 2 or 3 wires sticking out of the wall  5 install the new switch by attaching the white wire to the silver screw  black wire to the gold screw and green wire to the green screw   do not be alarmed if there is no green screw  this is only the ground wire and isn t required to have it function   most old houses will not have them  easy tip   you should already have the wires ready to attach to the new hardware  but if the wires are in bad condition  the individual copper wires are broken  you will need a set of wire cutters  they look like plyers  cut the entire wire off as close to the end as you can while still removeing the damaged section   cut the colored plastic about 1 4 inch from the end and remove only the plastic section  do not cut the wires too   take the bundle of copper wires and twist them clockwise   place the bundle of twisted wires between the appropriate screw and the metal plate behind the screw   tighten the screw   repeate for the remaining wires  6 install the new plate on the outside of the switch 7 turn the power back on   enjoy your handy work it sounds like a lot but it only takes about 10 minutes good luck and if in doubt have a friend watch you do it to help talk you through the steps please e mail me if you need clearification 
1470,70271,how do you remove a sliding glass door   ,while watching the top left or right edge of the door push the door up until it hits at the top notice if there is any gap between the top of the door and the channel  frame  if there is a gap you will need a long screwdriver  flat blade screwdriver may work may have to use  3 phillips to back the screws out and lower the top rollers  in the top of door  then if you still cannot lift the door up enough so the bottom of the door can clear the bottom track you will have to back the bottom adjustment screws out so the bottom wheels retract up into the door it can be a pain good luck 
1471,137695,how to reset the check engen light on a 1994 honda civic ex  ,lol  i had a light come on my dash that said  service engine  and i thought it was the check engine light   i just had to turn the car off  press and hold the trip meter button and start it with it held and wait 10 more seconds and the light went out if it s really the check engine light  you may have a problem   these problems range from having the gas cap on loose to a major computer engine interface problem i have a scanner to see and diagnose those problems but you may have to go to a dealer to get yours   first url below is a link to the trouble codes   to see the codes do the following  when the check engine warning light has been reported on  turn the ignition on  move the front passenger seat to the rear position and observe the led on the front of the ecu  the led indicates a system failure code by blinking frequency  the ecu led can indicate any number of simultaneous component problems by blinking separate codes  one after another if output indicates code 4  11  15  16 or exceeds 17  count the number of blinks again  if the indicator is in fact  blinking these codes  substitute a known good ecu and recheck if the indication goes away  replace the original ecu  i m guessing that you don t have a  known good ecu  anywhere so that means go to the dealer or your local trusted genius friend auto mechanic hopefully you find what s wrong by reading the ecu  electronic control unit  blinks and flashes and this information will steer you in the right direction 
1472,111326,how do you use a lamp tester when wiring a trailer  ,most trailer wiring kits have you use the frame as the ground system  i recommend that you run an extra wire to each of the lights for the ground  the trailer chassis is not reliable when it gets old and weathered with that said  you need to energize the plug with the vehicle that you plan to hook up to  check the running lights when the parking lights are on  then the brake lights  then each of the directional signals also  your vehicle is not set up with a towing package you may need to change the blinker relay to a heavy duty type  the extra load may cause the directional signal lights to not work properly  they may flicker instead of flash 
1473,27430,how do i change a rear break cylinder on a picasso  is it worth replacing the seals  ,to replace the wheel cylinder remove the return spring from one shoe so that pressure is released off of the cylinder  remove the brake line and the usually two bolts that hold the cylinder to the backing plate  bolt on the new one  reconnect the line and reattach the spring and bleed the brakes  i would rather replace the cylinder than rebuild it  wheel cylinders are usually  15 or less  to rebuild it properly you would need a drill and a honing bit to remove imperfections from the cylinder wall  even after doing all of this it still may leak 
1474,64272,how can i reclaim the fluids in a window air conditioner so i can recycle the core and other metals  ,well there are a few ways 1 this way would not be legal 2 have a service tech come out and empty the unit i dont know what state you in but most when you recycle the units they look for the tag that a company will put on it that it has been done correctly  alot of places if you take a unit down and they find out you just cut the lines and it was empty and they didnt see the tag or sticker and you didnt have paper work then they could put you in jail and a nice fine  also the epa would love to talk to you sorry
1475,124618,how do i remove the engine in a daewoo matiz  ,all you ll need is a phillips head screwdriver and a pair of tweezers 
1476,81673,how to relevel a mobile home   ,if possible lower existing jack s  rather than raising to re level the home  be careful of your plumbing connections   do not forget to loosen the retaining straps before beginning and re tension them after re leveling 
1477,89124,how do you adjust backlash on power steering units  1991 ford e150  eng is 302,center up your steering wheel and then loosen the jam nut on the steering box  keep checking the steering wheel for the play to adjust out  becarefull in doing this tho if you get it to tight you can cause the box to jams up and not turn at all
1478,63844,how do you thread a sowing machine  ,you re talking about a sewing machine  or something used in farming  the best advice is to read the instruction manual  if the machine itself doesn t have some sort of guide marked on it with your thread spindle on the right  there is most likely a little something on the left to pull the thread around  then down and beneath something of a u shape  on the right side  bring the thread up on the left and hook it in the metal piece there  then down and hook in the little catch above the needle  thread the needle and pull the thread under the presser foot  your machine may be a little different  but that s about standard 
1479,63194,how do you rewire a ceiling socket from using 2 light bulbs to just 1 light bulb  part 2  how do i then convert the light switch to a fader instead of just a switch  any useful how to links would be much appreciated ,black wire is live     usally goes to the brass screw   the white wire is negitive   usally goes to a steel screw    bare brass wire goes to the box to ground it  if there is more then one switch for this light  you ll need more info    don t forget to shut the power off before you start  
1480,9396,how do u over ride the safety back up switch on a lt15o john deer mower  ,if you re talking about the safety that cuts the engine off if you stand up  there s a wire and plug harness under the seat  simply unplug the harness 
1481,115053,how to fix cracks in terraza  non shiny   stone floor  and how do cracks happen  ,sorry  cracks happen because the subfloor is not flat  and the contractor did not apply sufficient substrate  sue whomever installed the tile  get a new floor
1482,72741,how do i remove old putty from wooden window frames easily  ,well hate to say there is no easy way to do this im takin a guess you mean the window glazeing  33dap you need a good razor blade knife and also a good wood chisel sharp the wood chisel will help you hold it still against the glass and since it is beveled it helps alot also in 20yrs of being in the field i have used hair dryers too chemicals to help and i have never found a easy way thats works for them all the only way is when i have alot of them to do i use a router it makes a perfect cut and cleans it up 100 but also i have a jig i made that i can adjust to any size window or windows and 1 window  takes me about 3 min then i pop out the glass put in a new pc and reglaze im sorry there is no quick and easy way to do this it will take time  if you had alot of windows that are the same size or 95  of them and you would like to know how to make a quick jig to do them drop me a line and i will be happy to help you out kos101 yahoo com
1483,97237,how to change the drive belts on a 2001 nissan pathfinder 3 5lv6 dohc  not quite sure where to release the tension to slip off the belts   i have changed serpentine belts before  however  never on this vehicle ,alright look at the a c or altenator  there should be 2 or 3 screws loosen them up  usually  and that will loosen the belts for you  for more info  send me an email with as much detail as possible 
1484,118582,how do you prevent your mirror in the bathroom from fogging up while i take a hot shower  ,use fogx  like rainx but for foggy stuff    it works    you should be able to get it at like target or walmart  should be in the auto section 
1485,49366,how do i install an outside driver side door handle on a 1998 toyota camry  ,open the door and remove the inside door pannel  raise the window and reach in and disconect the linkage to the outisde door hqandle and then remove the securing nuts and pull the handel out from the outside  fit the new handel and reverse the removal process  finish by replacing the door pannel and hoon  92 king up the levers of swithces 
1486,72979,how do i tighten a serpintine belt for a 95  ford windstar  ,most serpentine belts on domestic cars have an auto tensioner you can t tighten the belt  if it is making noise then check your belt for cracks or it may have streatched past the point that the tensioner can adjust for  also check for bad bearing in the pulleys and pulley alignment
1487,100448,how do you handle a bad service tech tech that is paid by the hour  we hired a home aotumation specialist to our house  charges per hour  he did not meet my expectations  how do i handle it if i think i did not get my   money s wprth  ,look into your local news website  there should be link that can help you with these type of issues   usually  their problem solvers get great results 
1488,112583,how do you know if a fuel injector is bad on a 92 pontiac grand prix le  ,use an ohm meter and disconnect the wires on the injector  test the resistance of the injector by inserting the probes of the meter into the injector and touching each probe to one of the terminals  the resistance should be around 12 15 ohms on a good injector  a faulty injector will either have higher resistance or more likely lower resistance  around 7 ohms   all of this is to be done with the engine off and the key removed from the ignition   cheap insurance 
1489,14082,how do you put sand paper on a sears craftsman belt sander  ,there should be a lever on the side between the two wheels  flip the lever too make the wheels come closer  together  change the sanding belt then flip the lever back again  there s usually a knob on the front of the sander to adjust the side to side movement of the paper  turn on the sander and adjust the knob left or right until the sandpaper aligns itself in the center  your ready to go 
1490,105056,how to replace ignition on a 1993 ford probe  ,at the garage if you are a chick
1491,71139,how do i get more horsepower out of a 1963 plymouth valiant w  the 225 slant 6 motor   ,you start with a good tune up  at least get it near factory specs   get electronic ignition  better wires   work on the head  make the valves seat better   open up the ports   there s probably a bigger cam available   it s an air pump  enlarge and straighten all air passageways   you re wanting to get more fuel burnt faster   lighten reciprocating parts so they can operate at higher speeds   an old valiant is a keeper for sure  and easy to work on  it s well worth it   get some new motor mounts   overhaul the tranny   have fun 
1492,141903,how do i remove clutch fan on a 2000 z71 sierra  ,buy a chilton manual from autozone   it ll tell show you how to do nearly every repair 
1493,133793,how do i change the tires on a murrary widebody riding lawnmower  how do you remove the cap that keeps tire on ,ler is correct about the dust cap  it will just pry off  there may or may not be a screw beneath  some murray mowers have a screw and some have a cotter pin 
1494,21539,how to adjust arc of rainbird t40 sprinkler  ,probably turn the screw on top of the sprinkler head   that should adjust the water distance  but not the spread   if you want to adjust the spread you have to buy a different sprinkler head    usually the spread angle is show on the packaging 
1495,32375,how to open windows that have bee painted close  what tool do i need to open the window,i don t know what limitations you may have but one of the easiest  non chemical ways is to use a heat gun specifically made for that   essentially you are burning it off   the heat gun  scrapers  cleaning cloths  good ventilation  fire prevention and owner s permission maybe  
1496,113372,how do you set the timing on a corsa 3 cylinder 1 0l  ,get a timing light  connect to battery and  1 cylinder   find your timing marks on the pulleys at the bottom of the engine  mark with some white out  then with the engine running  aim the timing light at the mark and twist the distributor until they line up   if this isn t working for you then you r timing is waayyyy off and you need to set the base timingpull the valve cover  locate  1 cylinder  then rotate with a breaker bar on the end of the crankshaft pulley until your  1 cylinder is at top dead center  tdc    then reinstall your distributor with the rotor pointing to the  1 point in the distributor cap   re assemble  leave the distributor loose enough you can twist it around and then fine tune the timing iwth the timing gunis this a newer car with fuel injection   most don t allow you to adjust the timing   what you do is set to a particular timing of say 0 or 10 before top dead center   then as you drive  the engine computer takes over advancing and retarding the timing as necessary under driving conditionsif you re having trouble setting the timing it could be that the computer is trying to set it at the same time   my ford has something called a  spout connector  which is just a jumper   by disconnecting i disable the computer timing temporarily  allowing me to set the timing to 10btdc   once that s done i plug the jumper back in  start the truck and the timing is now within range for the computer 
1497,115193,how do you change a car spedometer from miles to metric on a mercedes  ,if there is no second set of numbers  you may need to find a company that makes a car guage covers  i can t think of the right name now  but it will basically replace teh part you see  and would have miles numebrs on it if you can t get one  takea  sharpie and make the common points on the dial itself  just find a car tah has both numbers to get a good idea where to mark
1498,2213,how to install ignition switch in 88 ford ranger  ,after you remove the column cover there should be a small hole that you push a straightened paperclip into that releases it so that it can be pulled out the you just insert the new one
1499,17160,how do i take out a tub in my bathroom  tub is in my bathroom   it is a 59 x 30  tub and is against my wall ,without knowing what your setup looks like  i can only give generalizations  before taking out the tub  make sure the doorways in your house are wide enough to get the tub through 1  disconnect the water supply to the tub 2  disconnect the faucet if it is attached to the tub 2  disconnect the overflow 3  disconnect the tub drain 4  remove anything from around the tub that could be holding it in place 5  remove any fasteners holding the tub to the wall  usually there aren t any  esp  on older tubs  their weight holds them in place you should now be ready to move the tub  get at least one more person to help you move it out  if it s an iron tub  get at least two more people  older iron tubs are extremely heavy 
1500,65069,how do you remove the alternator from the 2000 ford focus  i have removed the 2 bolts  but the alternator will not budge   is there something else that needs to be removed  and if so where is it ,generator   2 0l spiremovalremove the cooling fan motor and shroud  for additional information  refer to section 303 03 remove the accessory drive belt  for additional information  refer to section 303 05 remove the power steering pipe support brackets remove the exhaust manifold heatshield raise and support the vehicle  for additional information  refer to section 100 02 disconnect the generator electrical connectors detach the generator lower the vehicle detach the generator  remove the clip detach the generator remove the generator installationto install  reverse the removal procedure generator   2 0l zetec e  zetec removal caution  the generator must be protected from contamination  failure to follow this instruction may cause premature failure of the generator protect the generator with lint free material to prevent contamination remove the fuel pressure sensor  for additional information  refer to section 303 14 remove the accessory drive belt  for additional information  refer to section 303 05 lower the vehicle remove the coolant expansion tank retaining bolt detach the coolant expansion tank from the retaining clip and secure it to one side detach the power steering reservoir and secure it to one side disconnect and detach the engine wiring harness and secure it to one side disconnect the ground cable disconnect the electrical connector and detach the evaporative emission canister purge valve disconnect the vacuum lines from the evaporative emission canister purge valve disconnect the evaporative emission canister vacuum line and remove the evaporative emission canister purge valve disconnect the cylinder head temperature  cht  sensor electrical connector disconnect the ground cable and remove the engine lifting eye disconnect the ground cable note  mark the position of the engine mounting remove the front engine mounting retaining bolts slide the engine towards the front of the vehicle and reinstall one of the retaining bolts into the rear bolt hole to prevent the engine moving backwards disconnect the generator electrical connectors  remove the protective cap  if equipped  remove the generator retaining bolt note  the retaining bolt must be fully disengaged from the bracket although it is not possible to remove the bolt at this stage unscrew the generator retaining bolt fully remove the generator  remove the retaining bolt from the generator installationnote  to aid installation  slide back the generator locking sleeves to install  reverse the removal procedure in all honesty  i suggest you take it to a ford dealer especially if it is the zetec as the procedure is quite difficult   good luck
1501,9536,how to replace rear suspension of toyota corolla 1982 model  ,buy a chilton manual  or autozone com has online tutorials for doing things like that 
1502,101897,how do i clear out a clogged condensate line on my air conditioner  ,compressed air   you might have to rig up some sort of fitting for the hose 
1503,83361,how to stop polished arms on lounge from going sticky  ,many finishes will absorb dirt  grime and the oils from the skin over time and turn sticky regular cleaning and polishing will take care of this situlation 
1504,114053,how can i increase the hp of my camaro 94  ,as with all cars ensure that the    transmission is in good order brakes are not binding and bearings good  air cleaner is good or make a larger one correct rating of fuel used  filters in good order  spark plugs can be up graded as can the ignition system  don t for get the exhaust system must be able to remove used gases effectively  pedal linkage have no free play or wear 
1505,44826,how can i find a somone to remove a dent from my car without going to the body shop  chicago area cheap dent removal anyone ,plunger  wet place around dent  push a little to remove air  and pull out 
1506,58261,how do i stop starlings from trying to nest in my vents    any suggestions would be helpful   they are constantly pecking at the exhaust vents on my house  pecking and yanking on the external vent parts   they are starting to cause damamge   i could replace the vent cover  but then they would start all over damaginging that one ,use talc om powder   baby powder  by putting it in a piece of pvc pipe and blowing it in the dis ired areas   also works well well to get rid of bees  red hornets and yellow jackets 
1507,24462,how can i remove the white salt stains from my vehicles carpets  ,you may be able to get some of the salt up with a damp sponge and plain water  or use a carpet cleaner like you would use to spot clean carpets in your home  once the carpets are dry  invest in some rubber floor mats to protect your carpets from further damage 
1508,42231,how do i fix my ford ka horn  ,sorry but need way more details of the fault   suggets you go for the obvious such as fuse and electrical connections   likely to be one of these     if not swap out the horn  it should be possible to test out the horn if removed by connecting it to the battery  check it is 12v 1st 
1509,43652,how to replace powersteering pump  on 1999 plymouth voyager,no special tools requiredlots of disasembly if your overwelmed buy a haynes manuel at the local auto part store it will tell you first to last step how its done 4 hr job 1 2  and 9 16  chanel locksnote blead your box after instalation by filling w fluid  do not over fill  with the car running turn lock to lock right to left twice then add fluid if neededhave fun
1510,79137,how do you turn off the check engine light on a range rover  i ve had a diagnostic test done  and there are no errors   the light will not turn off ,pull the bulb for good it will drive you crazy any stupid thing happen to your car that damn light goes on for example if you do not closethe gas tank cover well it goes on if any change in the quality of the gasoline it is on  get rid of it  lol 
1511,130462,how can i raise    to fix a friend s van   he is paraplegic and needs a wheelchair lift among other things  my friend lost the use of his legs when he was 18 and is now 35   his ford van is trashed because he is living on a fixed income and works part time at sam s club   the sliding door doesn t work  the lift works part time  windshield wipers are inoperative  no heater  windows don t work etc   he drives the van through the use of hand controls   any suggestions on how we can either get this old one fixed of another van rigged up for him ,ohhh  that is so sad  ur so sweet  maybe call overhauling or somthing  i dont know the price or details on that  maybe have like a fundraiser explaing this  u might just work extra like after school or work  hang in there   
1512,3971,how do i time a 97 s 10 4 3 engine  ,if i m not mistaken these don t have a set ignition timing  you have to set the cam sync at the distributor  you need to consult a manual for this vehicle to be sure you set it correctly  some of these can be extremely tricky  i ve set these with a scan tool  but some you have to set with an oscilloscope  fords you set with a cam sync tool 
1513,55815,how do you remove a secuirty door from the outside of a house  ,you can take a pipe wrench to the doorknob  once you get the knob off  you should be able to open it with a screwdriver or pliers  if theres a deadbolt  about the only thing you can do is drill out the cylinder 
1514,42070,how do i access http   www  prodregister com moen kvs01 01   ,if you are trying to register a moen product  try this link http   www moen com consumersupport product registration cfmif thats not what you re looking for try enabling your cookies by going to tools internet options privacy  or the site may just be down  try again later 
1515,24562,how to replace brake shoes on a 2003 kia spectra  ,don t know the specific model   best get yourself a haynes manual  or similar  if you do go for it make sure you are methodical in dis assembly taking careful note of what clips springs go where   your digital camera is your friend here   any if you need to use a clamp to compress the brake caliper piston make sure you take the cap off of the brake reservoir to avoid bursting anything with the pressure if you are not sure then get it done   it should not be that expensive     you life is though have fun    
1516,83816,how do i change headlights in a volkswagen 2003 passat station wagen  ,do you want to change the headlight housing or the headlight bulb  if its the bulb the old ones should slide right out   just slide the new ones in 
1517,98868,how can i search for 1999 ford mustang parts with the v i n  number to make sure i get the right part  hi does anyone know any websites that might be able to search with vin number to find parts  or mabye a company or number ,you dont really need a vin what are you looking for most companies that specialize in mustang parts will not need your vin to order you correct parts a couple sites to get you started are http   mustangworld com and http   corral net
1518,39613,how to change the shift knob of a 1999 automatic mercury cougar  ,there is a little pin in the factory knob on the front of the knob about in the middle of it u will need a screwdriver to get behind the pin and slide it out  once the pin is out the knob will slide right off 
1519,94834,how do u remove a caliber anchor plate  ,did you mean the caliper bracket  usually there are two bolts that hold it to the front spindle  they are very tight and you will need an impact or a breaker bar to loosen them  the bolts are on the back side of the spindle 
1520,112101,how do i find a leak in my car a c  ,the simple answer is to replace the part that is leaking  the more complicated answer is to put the vacuum on it and start checking for suction sounds if it is a big leak  if it is a small leak you will need to refill the system and add flourescent dye to the oil then run it for awhile  shut it off get out the blacklight and start looking for leaks  once you find the leak replace the part 
1521,107043,how can i increase the water pressure in my  two story house  my upstairs bathrooms have very little water pressure  my showerhead does not have enough pressure to work properly ,how old is the house  if  you have good pressure down stairs your water pipes may be clogged going up  galvanized pipes are bad about this with age  when you open them up you will see they clogged with crud and have a very small hole for the water  i had this problem in my house and replaced the galvanized pipes with good quality copper pipes  rigid   also  remove the shower head and see if there pressure from the pipe  it could be the head and faucets are clogged if you have a hard water  it sounds like the pipes to me if they install the correct size to begin with  the larger your pipes the more pressure you get  just remember start big working down in size to what your fixture requires  shower head probably 1 2 so there should be nothing smaller anywhere in between  just a simple way to explain  good luck 
1522,126975,how do u change tail lite on ford escort 2002  ,in the trunk there is flaps that you can open and unscrew the tail lights to pull them out
1523,16566,how can i remove an ink stain from leather  i got pen on the steering wheel on my new car   do you know what will remove it ,actually  just use rubbing alcohol and a cotton ball  or an alcohol prep swab   it takes out ink very well 
1524,106994,how do you redo the teak wood when the finish is water damaged  ,strip the finish  teak is an oily wood that will not get water damage to itself 
1525,100395,how do you remove mold from unstained wood to stain  i have a table i had to store outside before i stained it and it now has mold  i need to remove the mold to stain it ,i agree with linda that you will have to use bleach on the entire piece to get even coloring you will have to let it set on the mold for up to an hour and flush with water take care to not leave water on glue joints for more than a half hour as they can separate let the table dry  re sand and restain to correct for coloring 
1526,99553,how can i answer questions i know about like plumbing  ,do a search for plumbing related terms and you ll be on your way my good man   
1527,42750,how do repair a burn in a carpet  ,use an electric shaver   cut out the burnt area  then with a small amount of carpet fuzz use krazy glue   carefully glue into the hole till it disappears 
1528,9804,how do i find competent professional workmen  e g  plumbers  and prevent getting ripped off by dodgy cowboys  i know there are trade associations but even trade associations are no guarantee against shoddy workmanship ,the old adage   you get what you pay for  applies here    reputable contractors abound  ie  yellow pages   get more than one estimate  ask to know of previous or current customers  especially repeat customers  and ask them  as well as shop for the most reliable contractor    i ll go out on a limb here   not    any contractor in business for a long time will advertise that  not that time in business promises that all the work was joyfully recieved  but by majority  i suspect they couldn t stay in business long without good feedback rev  steven
1529,139028,how to calculate the area of a hipped roof  ,theres a couple of things you can do  if the roof is a simple 4 hip roof you can do the math yourself using a formula like stated above  basically just just multipy wxh then divide by 2  if it s a more complicated hip roof with valleys  dormers  bump outs and gables  you d be better off using a construction calculator or some estimating software  heres a link to some software with a free trial http   craftsman book com downloads download php download id 46another idea would be to call out some roofers to give you some bids  contractors usually don t charge for estimates and should include all the info you need  including a material list  if you decide to not go with a contractor  you d at least have an idea of how to proceed edit  this site is pretty straight forward and easy to understand regarding the calculation of different style roofs http   www roofhelp com measuring htm
1530,50208,how do i learn to maintain my pool  testing water and adding the right chemicals,at the end of the pool season  you ll need to make preparations to safely close your pool for the winter months  talk to your dealer for the steps you need to take for your climate  the first step toward closing your pool should be to take a water sample to your authorized sustain  system dealer  he ll give you an end of the season analysis and offer winterizing recommendations  use sustain winterizing products  designed to protect your pool against algae during the off season  and make opening your pool next season a breeze  simply follow these steps follow your dealer s instructions to adjust total alkalinity and other water balance factors during pool closing  you should have 1 3 ppm free available chlorine  fac  before proceeding to step  2  keep the pump running continuously for thorough mixing of chemicals until step 3 is completed  pour in sustain winter shield  chlorine extender  using 32 fluid ounces for every 20 000 gallons of water   add only six fluid ounces if the pool has less than 7 500 gallons    superchlorinate  your pool  using a double dose of sustain  shock treatment  2 pounds for every 10 000 gallons   be sure to follow label directions to avoid bleaching of vinyl liners  clean your pool  filter and all other mechanical equipment thoroughly  partially drain your pool  check with your sustain  system dealer to determine proper water levels and procedures for your climate  cover your pool with a solid pool cover  over the course of the pool season  many factors will change the balance of your pool water  when water is added to the pool  whether by rain or your garden hose  the pool water is diluted and the strength of the chemicals is lowered  remember  the key to effective pool care is to maintain a balance  a change in one area will affect the overall balance of the chemicals  the main water balance factor that will need to be adjusted is ph  frequent water testing is important to monitor ph and other water balance factors three way test stripsalternatively  use three way test strips to routinely monitor ph  ta and fac  although extremely convenient  these strips are not as precise as a dpd two way test kit  the three way strips indicate a range  instead of an exact reading  the ph level will read low if ta is 80 ppm or below  also  the indicator for fac is different than dpd  its purple  rather than pink   so the readings may differ slightly  when testing with the three way test strips  handle the strips with clean  dry hands  keeping the bottle tightly capped between uses  store in a cool place sustain  3 inch blue chlorinating tablets are the general sanitizing components of the 3 part system  they are designed to deliver chlorine consistently when used with their skimmer dispenser cups  each tablet contains a patented erosion modifier that controls erosion across the top  exposed surface  of the tablet  fill the skimmer dispenser cup with 3 inch sustain  blue chlorinating tablets each week  adjust the lid opening to increase or decrease chlorine delivery to maintain 1 3 ppm fac  for in ground pools  start with the lid off  and use it later  if necessary  for above ground pools  start with the lid fully open and adjust as needed  remember that chlorine demand increases with more direct sunlight  heat and greater pool use  shield energizer tablets should be used once a week to act as both a shock treatment and means for keeping sustain  summer shield chlorine extender charged with added chlorine protection  unlike the 3 inch tablets  energizer does not contain an erosion modifier  the tablets are designed to dissolve quickly  usually within two hours   add shield energizer tablets each week  remember to adjust ph to 7 2  especially if it is 7 5 or higher  before adding energizer tablets  add one cup per 5 000 gallons of water to the skimmer basket  after adding the energizer tablets  circulate continuously for at least 5 hours  your wee
1531,33598,how do you fix cv axles on a 1997 nissan sentra  ,follow instructions below   link will be good for one week good luck 
1532,64067,how do you fix the corner of a tarvia driveway that a snowplow blade has cut down to the dirt base  ,home depot or lowe s has a quickrete product called  commercial grade blacktop repair  that you can use www quikrete com catalog commercialblacktoprepair htmlall you need to do is clean out the repair area of foreign debris and repair the sub base with pea gravel or other appropriate base material for your area  match the repair to the existing sub base    get a tamper  a heavy  flat head with a handle  and compact down the sub base   open the bag of repair material and pour enough into the area so that it forms a mound higher than the surrounding driveway surface   use the tamper again and compact down the fill repair material so that it is the same height as the rest of the driveway   you re done and didn t spend a lot for the repair 
