,FaqID,FaqQuestion,FaqAnswer
1057,140548,how do i get my remote door locks to work on my 1989 buick park avenue? ,get a new key fob (if you went swimming with yours)...or replace the battery.
1058,101277,How do I replace the plastic thread on a weedeater? It doesn't have any at all to look at for an example.? ,"First question: does it have one outlet for the string or two? Have you been able to take the spool off the head? The spool will have some sort of anchor hole through which you thread the string. Cut a piece of line about 20 feet long, thread one end through the hole and pull it even so that you have two equal lengths. The wind both pieces at one time around the spool. There should be an arrow on the spool telling you which way to wind. Wind the string snugly but not tight. Try to lay the wraps down side-by side rather than on top of each other...sort of like a fishing reel. Obviously youll need to wind on top of wraps eventually. Try to ""stack"" them. Finally, and this is where youll probably go nuts, line the spool up with the head, pull the ends through the exit grommets in the head and push everything back together making sure line remains in the spool, not under it against the head. Cut any excess string that might extend past the guard.This is not the sort of thing that lends itself easily to this format. Most line trimmers work pretty much the same. Check with a neighbor, take things to your local nursery or a shop that does repairs on this type of equipment if I havent been any help."
1059,72936,How do I remove weld burn marks from aluminum? I have an aluminum chair frame that was just welded and I want to remove / polish out the burn marks from the surface.,"Carefully file off the highest parts, then use a very fine grade sandpaper like 800grit or better, and continue going up in grit until it's to the polish you want."
1060,85978,"how to remove headlight assembly from a jaguar s-type? I want to replace my factory halogen headlights with some xenon HID ones.  I've done my homework and now know that you can't just replace the bulbs or even just use a HID conversion kit.  You need to also make sure you have the right optics environment (bowl, lens, shield, etc).I could buy all these components new, but it seems the most cost effective way to get a complete HID upgrade is to just buy OEM Jag HID headlight assemblies already complete","A sledge hammer and a 6 foot wrecking bar should do the trick. Seriously, if you are the slightest bit mechanically inclined you should be able to tilt the hood and figure it out.Do one at a time so you will have one as reference for what it's supposed to look like when it's finished. You know you'll still have to go to a service station to have the headlights aligned don't you?"
1061,24440,How do you change a brake light bulb in a 1997 Honda Accord? ,"there should be an access panel in the trunk. it either flips open on a catch, or there may be screws (but i doubt that last one).Flip open or remove the cover, twist out the socket that holds the brake lite bulb, remove the bulb, replace with new one (only goes in one way, so don't force it in), replace the socket unit, CHECK to see if it works first, then if all is well, close up the panel in the trunk."
1062,61322,how can I fix a plugged french drain at the side of my house? ,find the plug and remove it
1063,131672,How do I change the starter on a 1997 Dodge Neon? ,don't the neons have a kick start?
1064,120700,how can I fix a plugged french drain at the side of my house?The? The drain is plugged with dirt. I can access the end of the pipe.  How can I remove the dirt with out digging the whole thing up?,"Not an expert answer....but, you might try a power wash spray in the open end or a good plumber's snake."
1065,110794,how can u paint kitchen cabinets? ,"I just painted mine and the total cost, including new knobs was $100. The results were great considering the cost. I have 80's laminate cabinets.  I removed them from the hinges, lightly sanded them with fine sand paper, primed them with spray paint and then did 3 more coats of spray paint.  Spray paint is easy to apply, easier than regular paint and goes on smoothly.  You must have a ventilated area and definitely hold the spray paint the recommended distance to avoid streaks."
1066,118275,"how do you reset the ""change brake pads"" light for a 1999 cadallic sts? ","not sure, but be sure to change the brake pads before you reset the light..."
1067,59583,how to build a chevy 350 motor? ,"There is a book you can buy called, ""How to rebuild my small block chevy"".  You can get it at most auto stores.  It is great and has a lot of hints for getting things right.  I used it to build my first 350 to race at Flat Rock speedway in Michigan."
1068,15523,how to replace a wheel hub bearing on a buick lasbre? is the hub nut a wheel assumbely a revirce thread nut?,"no reverse threads on this unit, but special tools are required. if you have them, just remove the axle nut, brake caliper and rotor, then you will have access to (3) bolts securing the assy. to the spindal. then it should be hammered off, then replace the hub and bearing assy. not just the bearing.also, proper axle nut torque is important."
1069,28660,How do I find service manuals and/or parts for a Duracraft drill press? ,"You could possibly type in the exact model number and the brand name, with manual in the search engine. For example, if it is model number-(making one up here) ""N258R Duracraft owners' manual drill press"" and see if anything relevant to what you need comes up. If you can remember where you bought it from, then perhaps you can go to their website, and see if they have any links available to that. Hope that helps!"
1070,106647,How can we remove the ink  stain on cotton clothes? I mean the remedy to be within simple household means.,"alcohol - it's the ingredient in hairspray that makes that tip work as well, but you can use straight rubbing alcohol then wash immediately."
1071,64154,How do I test my electric fuel pump? I've taken it out of the tank and done a resistance test on it. It came up with zero ohms resistance when it should have had between 0.5 and 3.5 ohms. What does it mean if there is no rsistance and do I need to do more test on it.  Thanks,You have a shorted pump.. pull the unit out and replace the pump be sure to check all the wires and connections when you replace it... I wish you luck.
1072,125247,How do I paint over vinyl wall board? ,the best thing to do is try to remove it and then paint because it will cost more to buy the materials to cover and then you have to see if it will hold up then TRY to paint
1073,52511,"how do i replace the timing belt on a ford escort? it's a 96, manual, 1.9L","assuming the 1.9 is a 4 cylinder transverse mounted, you would simply remove the timing belt cover, removing anything that is the way of it first , such as alt., air cond. comp. , and such, the there is a tensioner you would use to loosen the old belt, and then apply the new one, making sure your timing marks a lined up correctly , you would be well off to find a repair manual, to help with the setting of the timing marks as I can't say right off hand what the proper line up would be, Autozone.com has some good info online for making repairs."
1074,70212,How do I replace the upper brake light in the hatch on a volvo v70? ,"Open the hatch, and look behind where the brake is. If you have to move the carpet out of the way do so. There might be some kinda plastic devie there to hold it in place, simply remove it by twisting if off like a nut. Then should be able to access the light from there. If not there should some screws that hold the light in place on the outside of the body. Remove the screws and the light will fall out of place; change the lights and install the screws again your done!!"
1075,30269,"how do you fill a grease gun""? ","Remove the cap on the end of the grease tube that is marked to remove. Pull the plunger all the way back on the end of the gun and turn to lock it there (if the gun has that option) Insert tube of grease and ""unlock"" the plunger and push it back in. Lube away."
1076,132559,how do I fix a door jam that has split on one side? ,"Depends on what you want to spend and how much time you want to put into it. To do it cheap and fast, apply wood glue into the split and c-clamp back together. Let dry for a minimum of 2 hrs. Another option is to buy ""jamb kits"" and replace just one side, with any luck the profile will match up. If not do the whole thing."
1077,104829,"How do I fix my toilet when the tank fills up but the water level in the bowl will not rise. When you flush,? ","Look in the tank, if the hose from the ballcock is not in the overflow, the bowl will not fill correctly. Check that first. Then, check the water level in the tank. It should be 3/4"" below the top of the overflow. Adjust it as needed."
1078,57539,how do you remove the taillight assembly from a 1990 toyota celica gt-s? ,use a big hammer..lol try looking in the trunk for bolts holding it.. you may have to peal back the carpet a little..
1079,141216,how do i remove starter on 94 grand am? ,"First, for your safety, disconnect battery. Raise car at least 1 foot off the ground (front end) and secure it with jack stands. Starter should be easy to see from bottom of engine. Starter is attached by two long bolts to engine. Also you need to disconnect the battery wire and the 'start' wire from back of starter. Of course, you need to have a set of 3/8 sockets and ratchet and extensions. good luck."
1080,25943,How do you put a serpentine belt on a 1994 dodge spirit? ,There should be a pulley wheel that you pry up to loosen the belt. Better get a repair manual to guide you. (Available at auto parts stores)
1081,89400,how do i preserve a corsage? ,"Hi Kimi, check the site below, it looks like a good source for preserving.  The only other option I saw was freeze drying, and if done correctly sounded pretty expensive.  I hope this link will help you, good luck."
1082,5347,how do i hook my air fuel ratio gauge to my 2003 yukon xl with 5.3? ,"You should have 12 volt keyed source wire, a ground wire, a wire that connects to the O2 sensor wire, a light dimmer wire. If this is not the case search for the manufactures website they may have a wiring diagram on line."
1083,22403,how to install a hitch in isuzu trooper 1993? ,"Many different places sell the actual hitch and some also install them.  First you need to determine what Class you need.  There are two different Classes available for your Year and Make of Vehicle.  The Class II Hitch has a Weight Carrying Capacity of 3500 lbs and the Class III/IV Hitch has a Weight Carrying Capacity of 5000 lbs.  How much weight you will be pulling with the hitch determines which you will need.  There are many tricks involved in installing the hitch also. (i.e., do you need a power module, wiring, brackets, etc.)  Your best bet would be to find a local resaler of towing products, who also offers installation services."
1084,70446,how do i replace my bathroom subfloor? i've got the diagonal planks for the subfloor and plywood on top of that.,Don't ask an American soldier to do it.
1085,135902,"How can I wire the cargo lite on a ""98 Dodge Ram to come on when you open the door? ","You are better off running new wiring instead of hacking into the factory job.  I would take it off of the dome lamp inside the cab.  If the light is too dim, you can wire a relay inline and use the the dome lamp as the trigger (and run the 12 volt constant hot from the fusebox inside the cab)."
1086,51043,how to program a GM security system with replacement remote? 1993 suburban with GM security system installed,TRY TURNING THE KEY ON AND OFF 5 OR 6 TIMES THEN YOU SHOULD HEAR A CLICK DOWN BY THE GLOVE BOX. THEN TRY THE REMOTE DOOR LOCKS TO SEE IF IT PROGRAMED.
1087,42500,How do I change the spark plugs on a 2000 Oldsmobile Alero? ,"In order to gain access to the spark plugs on a 2000 Alero, you must remove the cover on top of the engine that has the engine size. The cover is like a faux valve cover, once you pull it off, you can easily gain access to the spark plugs.You don't need to take off any cover if it's the 3.4 (3400). Look directly behind the radiator and you will see three wires going to the plugs. The other three are located behind the engine in the same location as the front. Just follow the wires and you'll do fine"
1088,114712,how to program a 1999 ford windstar key? ,"If you have 2 original keys, a copy of one will cost about $25 - it's expensive because it has a transponder inside that sends a security code to the vehicle when the key is in the slot.  If you have 2 keys already you can start the vehicle with the first 2 and then put the new one in to have the vehicle recognize it.  If you only have 1 key and are getting a second cut, you need to connect a scan tool to the vehicles OBDII datalink connector and wait for 10 minutes or so then follow the instructions on the screen. (The locksmith/dealer is really the only one that can do this.)Last key I had cut for a customers Ford cost $55 from a locksmith here in SLC, UT.  The dealer price was around $75."
1089,4698,how do i get a wiring diagram for freedom scooter? ,"If you are talking about the freedom scooter for handicapped people, they are very poor quality (junk) throw it out and get a Pride Wrangler Scooter. If you are talking about the freedom scooter like kids ride, you can probably get your local walmart to get the diagram for you, 'cause they sell the scooter. Or, try http://www.freedomscooter.com/You can get in touch with them through the following: Via phone: 800-533-7503Via fax: 972-620-2448or email:info@freedomscooter.com"
1090,59736,"How can I keep my 400 sqft room cool/air conditioned in the summer without using a window unit a/c? I currently have a 12,000 btu portable a/c that has a hose that I can stick out of a window... but it doesnt seem to work that well. It's only like 75 degrees outside and the a/c only brings my room temp down to like 72. I can only imagine how bad it will be in the summer. My windows are too small to fit a window unit a/c. Any ideas?",you have more than enough BTU for the sq ft. is this one solid room or partition room? every extra person get 1200 BTU. windows facing sun. curtains= yes add on kitchen etc off main room wont get much effect. does your ac unit have dehumidifying capabilities. always overlooked. hygrometer the room see if you humidity levels are high. ac works harder to cool a humid room. some have capabilities evaporative technology etc if not try picking up dehumidifier from yard sale or home center. hope this helped
1091,132211,How do I build a staircase for a small place (100 in rise total)? I have a 100 inch rise to acheive and very small area for a staircase.  Any unique suggestions?  One landing is possible.,"Sounds like a job for a spiral stair case.You would need about 13 or 14 treads for a 100"" rise. If they are about 10"" wide then you would need over 12 feet to get in a straight staircase. Even a stair case with a switch back could take 7 or 8 feet."
1092,42786,"how to remove old shower knobs? I have an old house built in the 40's and the hot knob just spins and spins and won't completely turn off the water any more. I need to remove it, but after taking the screw out of the center it seems stuck on and I have tried prying, but it won't come off.  suggestions?","You are dealing with a compression faucet. The valve opens and closes via a valve stem. That stem has splines on the end of it, underneath the handle. The handle has ridges in the backside hole that mate with the splines. If the handle is spinning around on the valve stem, what has happened is that the splines and or ridges have worn and do not mate properly. Since the usual reason that you cannot remove a handle after removing the screw beneath the index cap is corrosion between the mating surfaces of splines and ridges, I doubt this is your problem since the knob is spinning around the valve stem. Look on the side of the handle for some sort of set screw. These are fairly small and usually require an allen wrench to remove them. If there is none, try prying the knob off with a large flathead screwdriver under the handle. Place something such as a paint stir stick between screwdriver and any surface that may become damaged. If that doesn't work you could purchase a faucet handle puller for the job.Once you have the handle removed most likely you'll need to replace the valve stem. You will need to turn off the water to the valve. If the shower does not have shut offs somewhere nearby ( most likely it won't) and you are wanting to remove the hot water valve stem, you should be able to shut off the cold water supply to the hot water heater to avoid having to use the shut off for the entire house. By turning off the cold water supply located on the line coming into the hot water heater, you are in effect shutting off pressure to all hot water faucets in the house. Then untighten the packing nut that holds the valve stem in place. You should now be able to continue backing out the valve stem until it comes out of the seat. Take this to a hardware store and replace. Why did all this happen in the first place? The screw under the index cap became loose and allowed the handle to start grinding the splines off. Hope the info helps."
1093,25997,how do I remove human blood stains from cloth? ,"First thing, DO NOT WASH IT IN HOT WATER! That will set the stain in. The best thing I've done is to pretreat the stain with dawn dishwashing liquid or dishwasher detergent. Then when you get ready to put it in the washer, put laundry detergent on it, rub it into the stain, and wash in cold water only. If the stain doesn't completely come out, repeat again. This works very well, and usually takes it out on your first try. Good luck!"
1094,100102,how do i keep deer out of my flower garden? the deer eat the roses before we get to enjoy them,"I don't know if these ideas work, but I heard about them on home improvement shows:1) Coyote or dog urine. Some gardening supply stores actually sell coyote urine.2) Dried blood. Some gardening supply stores have this in bags. Deer supposedly don't like the blood smell. The downside is that you have to reapply it after it rains."
1095,24721,how can i have maintenance manual for new model mercedese benz cars? ,contact your local MBZ dealer or contact MBZ of North America and request it....if you are looking for simple instructions on maintenance you will get it....if you are looking for more complex mechanical questions you will NOT get anything bc MBZ has been trying to distance itself from independent mechanics for the past 10 years now....
1096,129638,how to replace acura 3.2 tl rear view mirror? ,Go to Autozone and by the repair kit. Instructions are on the packet.
1097,74082,how can I wire an outlet to a switch? ,"Turn off the power to the outlet, undo the outlet and replace with a switch, simple, takes about 5 minutes at the most."
1098,112502,"How do I wash the engine of my car without hurting it? It has oil all over it and I want to see where the leak is coming from. If I do one of those engine washes at the self car wash, could it hurt the wiring or anything or get in the carb? If not, why not?","Very carefully. If your car has a distributor ignition system. You must keep it water tight or your car may not run any more. Also make sure to cover up the carb or throttle body if you have one. Watch how you spray around the alternator, it could also get damaged. I would recommend using a low pressure water hose. After all of that I would start with something like a spray one Mean Green degreaser or a good foaming degreaser. Then rise and use a good metal polish on valve covers and anything else metal, then use an armor all protectant for hoses and any plastic trim you may have. By this time your engine sound look like new. You can also add some detailing features like spray painting any thing that may look old and dull. Painting your block is also a nice touch. If your exhaust manifold are looking rusty. They make a high temp stainless looking paint that will brighten that up as well. I hope that this info helps."
1099,28867,how do you cut a cast iron sewer pipe without breaking it? I wish to cut sewer stack in home and install an ABS plastic T to add a toliet wihout shattering it . a clean safe cut.,"Here is the tool to do it, you can rent one from your local rental store:http://site.yahoo.com/wantasub1/manpipcut.html"
1100,41582,how to use the torque angle gauge? torque angle gauge,"I assume you're installing head bolts.  Tighten with a torque wrench to the correct foot-pounds setting.  After all the bolts have been tightened in correct torquing sequence, continue to the next step.  Repeat the torquing sequence observing the position of the torque wrench handle which will be zero degrees.   Continue tightening without regard to wrench indications to the recommended angle.  Repeat this process until recommended steps are complete.  Try to pull the wrench handle in a single smooth arc when angle torquing."
1101,76231,"How do you sew a button back on a pair of trousers? The button had been ripped off, leaving a small hole where it had previosly been.  Is it possible to reattach said button in this manner?","Buy your sweetie a nice dinner out, then humbly ask afterwards.   OK.  Thread your needle and knot thread at the end.  Approach garment from inside with needle.  Put needle through fabric where you want the button to lie and pull the thread through to follow.  Put the button through the needle and let it fall to the waistline.  Take needle and put it downward through another hole.  Repeat this a 3 times or so, then take a pin and put it under the thread holding the button on on the outside of the garment.  Then continue to stitch the button on until you've gone through the button 12-14 times or so.  Stop stitching when the needle is in the inside of the garment.  Push needle through the garment as close to the center of the button but UNDERNEATH the button and pull thread through.  Wind the thread around the underside of the button 3 or 4 times, then push needle and thread through to inside of garment.  Take a little bit of fabric near the button stitches and push needle/thread through until you've got a little loop left.  Take the needle and put through the loop and pull thread taut.  This will ""lock"" the stitch.  Repeat a couple times, then cut thread.  Remove the pin from the button on the topside of the garment.  (By using the pin in this way, you put a little ""give"" between the button and the fabric which will make the button lie correctly.   Regarding the hole in the fabric, you can ""darn"" the hole first by stitching back and forth across it to make a thread base, then use the thread base to stitch your button to."
1102,42654,how to install an electrical switch? do you have a diagram,"Turn off the electricity first in the Breaker box. ;-) Have a Flashlight if it dark with no lights.Flathead Screw driver, remove the cover, remove two screws top and bottom from switch (They have a little plastic/fiber to keep them from falling out of the switch on other side), Pull Switch out of the Box slow and firm. Then touch both wires to be sure electric off, NO!!!!!! Ha!!! If, you not sure test with a volt meter set at 250 Volts AC. If it shows anything check breakers again. Unscrew the two/three wires and pay attention to what color go where!!!!!!!! If, it a light Switch may be a white and black wire. You may want some Needle Nose pliers to bend or adjust the wires. THIS is for Informational purposes only, I am not Responsible for Fried hair, dirty underwear or death. ;-D Good luck."
1103,42758,how do I change my window springs? ,"Try to find the manufacturer, and get instructions.  There are several types of balances.  If you can't do that, then get a handyman who knows windows to do ti for you rather than causing yourself additional work."
1104,45126,"How can one keep mice, etc. from making a nest under the hood of a vehicle? Please don't tell me to park the vehicle inside a building.  I don't have that option.",Try moth balls . Can try putting them in different places in engine compartment ....just not on or in the motor ! Should do the trick for ya .
1105,11922,"how does wet gas compressor work?i mean it's lube oil,control oil,and seal oil? ",there shouldn't be a gas compressor on a car. are you sure that is what you mean?
1106,83161,How can I find temperature control that will turn off and on a plug -in heater? I want to heat a room to a set temperature.  I want to use a plug-in 120 volt heater.  I need a switch that I can plug the heater into and that will turn it off and on at the right times according to temperature.  Where can I find one?,"All farm supply stores (Central tractor, Rural King, TSC.CO-OP) will have them but they are pricey compared to a new space heater"
1107,85616,How do I remove textured paint from my ceiling? ,"If you mean 'popcorn' texture you will need to know what type of texture was used on the ceiling. Although I don't believe anybody uses Asbestos in residential buildings anymore it is still legal to do so and was used through the 1980's in a lot of construction. The laws against Asbestos only forbid it from being developed into new types of products. There are currently dozens of things that Asbestos can be used in legally. If you cannot be sure that your texture is not made from Asbestos you should have a professional contractor remove your texture for you.That said, if you have a steamer spraying the ceiling a little to soften the texture then scraping gently with a spatula (6"" is a good size) to remove the popcorn. You could also use a damp sponge with warm water before scraping. Just be careful not to gouge the ceiling with the corner of the spatula."
1108,128267,How do I change the water pump on a 98 isuzu Rodeo? ,"Remove all the drive belts, drain the radiator, disconnect the battery, remove the fan and fanpulley, remove power steering pump and alternator and AC compressor and set aside, (don't hafta disconnect lines, just position out of the way, remove the crankshaft pulley (balancer) remove the timing belt covers, set engine to top dead center and verify belt timing marks, (mark 'em with paint it makes it easier), loosen tensioner, remove timing belt, remove water pump, re-set tensioner, and replace all in reverse order.Job takes about 2-3 hrs for a pro. Are you up to it?"
1109,109681,how do i drain my baseboard heater to fix a leak on an elbow? ,"Hot water?  1. Go to boiler and shut it off2. Turn off any water make-up device : usually a diaphram like device with cold water going to it, teed with the return line.3. Drain the system, more for a 1st floor heater (in a 2 floor system)4. have some sponges on hand, because the horizontal runs may not drain fully.5. copper lines?  try buffing up the area around the leak with a ScotchBrite pad and then flux it all around..  Try heating the joint and adding more solder..  It may reseal.  If not then disassembly and new fittings are in order."
1110,80925,how to i fix a dishwasher that won't drain? ,"1)Check underneath the sink where the dishwasher drains to; either tha garbage disposer or a branch tee on the strainer side. Remove the hose. Check for any blockage. If that dont work check it on the DW end. While you got it off, see if you can run water through it. Reinstall the hose. Turn DW on. 2) Move the timer to where it normally drains. You should hear a ""clunk"" noise. If not remove the kickplate. On the motor itself is a cellanoid with an arm attached to it. This is the drain cellanoid. Turn the DW back on and manually raise or lower the arm while its still on the drain cycle. It should do it itself. If the DW drains while you manually raise or lower the arm then the cellanoid needs replaced. 3) If it moves on its own but the motor doesnt turn, Turn the DW off. Insert a flathead screwdriver into the side slots on the motor. Move the screwdriver back and forth til the motor turns freely"
1111,32895,how do u fix a crankshaft on an 87 pontiac grand am? ,"FIRST YOU MUST DRAIN YOUR OIL THEN REMOVE THE MOTOR FROM THE CAR THEN INSTALL MOTOR ON AN MOTOR STAND FLIP IT UPSIDE DOWN REMOVE THE OIL PAN THAT WILL EXPOSE THE CRANKSHAFT, THEN REMOVE THE TIMING BELT HOUSING AND REMOVE THE BELT FROM THE COUNTER BALANCE THEN LOOSEN THE BOLTS HOLDING THE CRANK BERING'S THEN THE CRANK SHOULD COME FREE."
1112,27864,how do i mount a roll up garage door. pictures would be a big help? ,"The detailed instructions will be included with the door if you buy a new one.  If you have one with no instructions, try contacting the manufacturer.  Do it correctly or the door most likely will not work properly, and could be in danger of crashing while going up/down.  As a last resort, advertise for an experienced tradesman to do it."
1113,59467,how do I take off a/c compressor  and what do I replace it with? 93 chevy astro and rederict belt? I've a locked a/c compressor and I want to eliminate it completely as if It never had a/c and do I use Idler pulley instead 1993 chevy astro 6 cylinder Z,"On some vehicles the AC compressor can be bypassed, or removed and then you use a serpentine belt for a non AC vehicle. Some vehicles have to have an idler added to it. I am not sure if the 4.3 Astro would need the idler or not.My local parts supplier has AC eliminator kits they can order, you can probably find one locally. It may be just as cheap to find a ""junkyard"" compressor and swap it out with yours and not re-charge the air. Some are listed here for as low as $25.00. http://car-part.com/"
1114,74265,how do you get rid of flies in the yard. hundreds of them? ,"in mexico, people use clear bags filled with water hanging from trees, porches, cloth lines. look funny but they seem to work."
1115,22067,how do you control mold after it starts? ,"bleach i had it in my house, my house is 150 years old we had to bleach every thing. then repaint using paint that is mold proof. on your furniture spray with Lysol and bleach what you can. spray Lysol in your air conditioner and heating ducts also. any thing made out of fiber board or card board must be thrown out. if you cant clean it throw it out,mold is hard to kill and is dangerous to your health"
1116,132915,How do I change a belt on a Fanton Vaccum upright? ,"As you did not add details of the particular make and model of your machine, as I requested, I cannot give you a specific answer at this time. I will on the other hand give you two web sites to see. The first being the fantom homepage where you can get customer support and the second which has online manuals for you to review."
1117,8617,How do I use a voltmeter? ,put the cable parallel with the component u want to measure. do not put it series!
1118,75122,how to find a small leak in my water garden that is lined with pvc liner? water garden,"use food color,drop in pond,it will gravitate toward leak.but reguardless of finding the leak,the pond will have to be drained to repair."
1119,111816,"How do I install new cable on the roll-up door of a box truck? I have new cable, and have removed the old cable. Does the door need to be in a raised position and does the spring need to have tension applied before I attach the new cable to the door?  I would appreciate any instructions.",remove tension count numbers of turns raise door to the stops  put weight on good cable install new and readjust
1120,4436,How do I remove 25 years of tarnish on exterior brass door knobs? ,"Brasso and LOTS of elbow grease, hey theres a question where does the saying elbow grease come from lol"
1121,111314,"How do I get more water flow through my tub spout? When I go to take a bath, the water flow in my tub is next to none. It takes about an hour to fill up. Any suggestions?","Hard to say without seeing the installation.  Check if sink faucet flow is strong (if not main valve to house or apartment may be partially closed and should be wide open - should check it open anyway).  To check that a valve is open you should be able to turn it a couple turns shut then open it all the way.   If flow is weak do you use a well pump or city water?  If system has low pressure you may not be able to block flow from a sink faucet with thumb pressure (I can stop water flow at my camp using my thumb but not at my house on city water which is probably about 80 psi.  If you have a city water pressure problem, neighbors should have the same problem.  Next, see if there are valves available that isolate only the tub for repairs (if there are any these should be wide open).  Next, is flow weak for both hot and cold water?  Each line would have its own isolation valve if provided.  If flow is weak for both hot and cold water, and there is a diverter valve in the tub faucet for a shower head, the diverter may be jammed due to mineral buildup or corrosion and may be blocking flow.  That may require a plumber or a handyman.  Do the hot and cold valves oof the tub faucet require the same number of turns to full open?  They should be about the same or one may be installed wrong.  Good luck."
1122,53134,how do i remove a red wine spillage on our new carpet?!! thanx? ,"Hi mailensp, this website says that red wine doesn't stand a chance against these cleaning tactics.  Hope this helps, good luck."
1123,98929,"How to stop  squeaking sofa springs?? The are ""zigzag"" springs and the sofa is only 2 years old and hardly used.  I am not sure if it the springs rubbing against the wood or the actual springs.  Any suggestions would be appreciated!!","the problem with no sag springs is they are not wrapped.placing a thin cloth between the springs and base will help.in future shoping,look and ask for 6 way hand tied springs.see source"
1124,25019,"how can I get a good diesel mechanic job, and where is a good one to get it ? im goin to live in usa and I need to know how can I get good job related with my work area!!!","detroit diesel is a Union companyJoin a UNION and get the money, conditions you and your family deserve"
1125,86296,how do bid a house painting job? ,If your asking on how to bid a job well this is a very hard thing to answer since you didnt give any info on the job.There are several things you need to look atHow much prep you need to do. Scrapin/wood repair/nails if any/primer/ECTThen if the color you useing is the same or different and it will take 2 or 3 coats. Also how many colors on the house 2 3 4? Is the House a old Vic? There is so many things you need to take into fact on this that there would be no way I could tell you how to bid it.Plus I Live in CA used to live back East and you cant charge there what you would charge here so In the end of all this.I would call some local companys out to your house and have them bid it and see what they are doing.There are books you can buy that give you prices on labor and material But its only a guide every job is different from one another.I have been in the field for 20 yrs and No job is the same nor is the price.Goodluck
1126,108321,How do I replace the brake pads on my 1999 honda civic LX? ,don't -- just be sure your insurance is up to date
1127,111174,how can i shut down a govenor in a 1997 cavalier? ,you cant shut it down... you can reprogram it and move it up to 299 mph... but it will always be there even if you can't reach it... try a programer... about 400 bucks from a proformance shop.
1128,138669,how to get scratches out of auto glass.  looks like someone used steel wool on windshield? ,To actually remove the scratches would require jewelers rouge (very fine polishing compound) and a buffer/polisher.
1129,73361,how do I replace an SRS steering wheel in a 1999 ford ranger? ,If I read your question correctly you said you already have a replacement for your airbag. If so then DISCONNECT the battery and remove the screws on the back side of the steering wheel holding the airbag backing plate to the wheel. There will be a pair of wires that plug into the wheel. Unplug them. Install is reverse of removal. With the battery disconnected you shouldn't be able to set that thing off on accident as it needs electricity from the battery to deploy. I did this to my cavalier to replace a headlight switch. A screw for the switch was behind the steering wheel. Don't know if it's against the law where you are. And I didn't ask if it was here.
1130,46038,How do you remove a valve pan from a 94 Toyota camry ( no bolts that I can see )? ,"The valve cover bolts are on top, likely 4 chrome acorn nuts."
1131,128075,"How do I know if I need a Radon inspection? I'm buying a townhouse in Aurora, Illinois.",If you're concerned a test is easy and inexpensive.  Home Depot (or Lowes or Sears) sells an inexpensive kit with detectors in it.  You'll simply follow the instructions -- essentially leaving the detectors open for a set period of time (about 48 hours) -- then close them and mail them to the testing lab for your full report.  A few years ago this was about $15 complete.
1132,106646,"how to repair water damaged sub floor? I went to replace floor tiles in bathroom and discovered the wax ring in the toilet had been leaking for some time.  I removed the top layer of 1/4 in plywood and the next layer is saturated too, but doesnt appear to be rotting.  I am unsure if I should continue trying to dry it or just cut it out as well.  Structurally, it should be OK as is, because I will replace the 1/4 in ply and add another on top of that.  THOUGHTS, SUGGESTIONS?","You'd be money and sleepless-nights ahead if you just cutout the area around the toilet ALL-THE-WAY back to the joists.. You are asking for an eventual dry-rot situation.Do this test...Make sure you are in a joist space (IE not over a joist) and you are not close to a water pipe. At 3ft away from the toilet, drill a 1/4"" hole all the way through..  note the effort required..  repeat the test at 2ft and at 6"" from the toilet ring... is the floor SOLID at each spot?  If so, then your plan will work... though you should give the floor a week to dry out.1/4 ply is NOT a structural layer.. its only used to underlay floorcoverings, like vinyl.  I would take ALL the 1/4 layer off and re-evaluate whether to do a sub-floor splice of 3/4 ply around the toilet.Also, try to evaluate WHY the wax ring was leaking... IS the toilet flange flush with the existing floor?  If not and its below the floor by any more than 1/4"", you may have your answer WHY!!  You need to have the flange FLUSH to the final grade..  TThere are waxless rings that may work better for you."
1133,9959,how to change spark plugs in 2002 dodge neon? ,can some one say a AUTO SHOP!  NA JUST KIDDIN!  IF THIS IS YOUR FIRST TIME YOU MIGHT WANT TO GET SOME ONE TO SHOW YOU CAUSE IF NOT YOU CAN REALLY MESS UP YOU CAR.  I HOPE YOU DIDNT TAKE THIS ANSWER AS AN INSULT I WAS JUST BORED!
1134,136190,how do you find top dead center on 4.3 liter v6 s10? need to know best way to find top dead center if taking distributer out,"you dont need top dead center to replace a distrib, unless yo think it was improperly installed. if there are no marks on the crank then unsrew #1 plug hold your finger over the hole Bump motor untill compression blows your finger off, try not to go past it. now if all you are doing is changing the distirb pull offf the cap, note the direction of the rotory button ( make a Mark somewhere reminding you) . make a mark on the pedistal where the bolt holds it into the motor. remove the bolt . oh yeah un plug the distrib. gently lift up on the distrib note the directon the rotory moves as you lift, its gonna move a notch or two from your mark. when you replace it transfer marks as best as you can from one distrib to the other, move th rotory to the positon the other came out at. slide the distrib in the hole one it lines up to the gears and drops in all the marks sholud be very close, whithin a 1/8 of and inch if not you didnt allow enough fro the gear to line up properly, lift up move the rotory over to compensate place in repete untill correct. hope this helps"
